,geometry,GemeindeLabel,AnzahlLadestation
27,"MULTIPOLYGON (((8.663392439352577 47.68577850476505, 8.659309838080224 47.68641546985469, 8.64452174902703 47.69409886124861, 8.632273945209967 47.69232730209302, 8.635721475173288 47.6883064599646, 8.640348423281957 47.68818702901029, 8.637808138045825 47.68623632342323, 8.639078280663892 47.68540030674306, 8.660171720571054 47.67793587209872, 8.664254321843408 47.67881169909699, 8.668155474170325 47.67763729471294, 8.669425616788391 47.68484296228962, 8.663392439352577 47.68577850476505)))",Feuerthalen,4.0
28,"MULTIPOLYGON (((8.612949632520824 47.56809920445204, 8.615308468811518 47.56883569533695, 8.615807453411472 47.57245843428434, 8.619935416920185 47.57204042594426, 8.618801361011199 47.57409065732657, 8.620933386120095 47.57821102525025, 8.61952715679295 47.57844988715887, 8.623020048992631 47.58022144631446, 8.622974686756272 47.58257025508255, 8.625923232119639 47.58245082412824, 8.628100619464893 47.58442143487434, 8.62837279288305 47.58665081268813, 8.630459455755588 47.5857550805308, 8.641618565900021 47.58742711389114, 8.642661897336291 47.58828303573036, 8.640575234463753 47.58866123375233, 8.639985525391081 47.5913882405424, 8.636401908718682 47.59413515249152, 8.62937076208296 47.59327923065231, 8.624290191610697 47.59479202274022, 8.623246860174429 47.59735978825788, 8.619164258902074 47.59857400296003, 8.607324715212247 47.59590671164712, 8.598705890303943 47.59833514105141, 8.594351115613433 47.59469249694497, 8.592944886286288 47.59560813426134, 8.587365331214071 47.59433420408204, 8.580923893651024 47.59182615404154, 8.577521725924061 47.58790483770837, 8.577158828033186 47.58454086582866, 8.580062011160193 47.5769968105481, 8.572032895324563 47.57436932955329, 8.602108058030906 47.57219966721667, 8.609184566902986 47.56829825604256, 8.612949632520824 47.56809920445204)))",Flaach,0.0
29,"MULTIPOLYGON (((8.625106711865168 47.69167043184432, 8.62401801819254 47.68985906237062, 8.627374823683143 47.68014534475345, 8.62397265595618 47.67634345937459, 8.626376854483233 47.67500981371813, 8.637036980027714 47.67793587209872, 8.638624658300296 47.67604488198882, 8.653095211698973 47.67550744269442, 8.653140573935334 47.67674156255562, 8.660171720571054 47.67793587209872, 8.639078280663892 47.68540030674306, 8.637808138045825 47.68623632342323, 8.640348423281957 47.68818702901029, 8.635721475173288 47.6883064599646, 8.632273945209967 47.69232730209302, 8.625106711865168 47.69167043184432)))",Flurlingen,0.0
30,"MULTIPOLYGON (((8.649148697135697 47.58625270950709, 8.658357231116675 47.58762616548165, 8.658856215716629 47.58635223530235, 8.665388377752397 47.58708872618726, 8.671693728606364 47.58298826342264, 8.674188651606137 47.58430200392004, 8.675685605406001 47.58324703049031, 8.681491971660016 47.58215224674247, 8.682580665332644 47.58475982257822, 8.682535303096284 47.58473991741917, 8.68194559402361 47.58581479600796, 8.684848777150616 47.58597403728037, 8.68539312398693 47.58864132859328, 8.690110796568318 47.59005459488595, 8.696007887295051 47.58754654484544, 8.696869769785883 47.58868113891138, 8.703855554185244 47.58169442808428, 8.708255691112115 47.58245082412824, 8.714152781838848 47.58762616548165, 8.699636866203811 47.59284131715317, 8.700135850803765 47.59417496280962, 8.698548172531183 47.59493135885359, 8.699772952912889 47.59634462514625, 8.697640927803993 47.59731997793978, 8.682081680732688 47.59686215928159, 8.676819661314987 47.59942992479925, 8.670922570588253 47.60583938601386, 8.664707944207002 47.60749151421514, 8.660670705171009 47.60587919633196, 8.657903608753079 47.60112186331863, 8.652097242499064 47.59596642712427, 8.65064565093556 47.5888801905019, 8.639985525391081 47.5913882405424, 8.640575234463753 47.58866123375233, 8.642661897336291 47.58828303573036, 8.641618565900021 47.58742711389114, 8.642072188263617 47.58603375275752, 8.649148697135697 47.58625270950709)))",Andelfingen,5.0
31,"MULTIPOLYGON (((8.687570511332186 47.55243384427844, 8.689974709859239 47.55340919707197, 8.688886016186611 47.55541961813618, 8.691517025895463 47.55830586619866, 8.694011948895234 47.5582461507215, 8.691925286022698 47.56268500119001, 8.696506871895007 47.56370016430164, 8.698003825694869 47.56258547539476, 8.698729621476621 47.56459589645896, 8.700816284349159 47.56491437900379, 8.69891107042206 47.56718356713567, 8.695418178222379 47.57018924615246, 8.691834561549978 47.56905465208652, 8.689657174204724 47.57010962551625, 8.689702536441082 47.57006981519815, 8.679949655623792 47.57022905647056, 8.679949655623792 47.57020915131151, 8.679949655623792 47.57022905647056, 8.674642273969731 47.57112478862788, 8.673508218060745 47.56913427272273, 8.675594880933282 47.56849730763307, 8.673508218060745 47.56730299808998, 8.674823722915169 47.566924800068, 8.672101988733601 47.56545181829818, 8.671466917424567 47.56584992147921, 8.670242137042861 47.56618830918309, 8.670151412570142 47.56614849886498, 8.669607065733828 47.56274471666716, 8.667520402861292 47.56280443214432, 8.667475040624932 47.56202813094131, 8.669198805606593 47.56003761503615, 8.673326769115306 47.56035609758097, 8.675957778824158 47.5575494701547, 8.677409370387661 47.55812671976719, 8.678180528405772 47.5563551606116, 8.67663821236955 47.55520066138661, 8.679632119969275 47.5532300506405, 8.679722844441995 47.55050304385043, 8.681673420605453 47.54970683748837, 8.683941532423427 47.55328976611766, 8.687570511332186 47.55243384427844)))",Henggart,2.0
32,"MULTIPOLYGON (((8.658856215716629 47.58635223530235, 8.657631435334922 47.58545650314503, 8.657994333225798 47.58055983401834, 8.662485194625388 47.57858922327223, 8.664889393152441 47.57528496686967, 8.662938816988984 47.57331435612356, 8.665705913406912 47.57126412474125, 8.664345046316127 47.56927360883608, 8.661804761079996 47.56891531597316, 8.667520402861292 47.56280443214432, 8.669607065733828 47.56274471666716, 8.670151412570142 47.56614849886498, 8.670242137042861 47.56618830918309, 8.671466917424567 47.56584992147921, 8.672101988733601 47.56545181829818, 8.674823722915169 47.566924800068, 8.673508218060745 47.56730299808998, 8.675594880933282 47.56849730763307, 8.673508218060745 47.56913427272273, 8.674642273969731 47.57112478862788, 8.679949655623792 47.57022905647056, 8.679949655623792 47.57020915131151, 8.679949655623792 47.57022905647056, 8.689702536441082 47.57006981519815, 8.689657174204724 47.57010962551625, 8.691834561549978 47.56905465208652, 8.695418178222379 47.57018924615246, 8.69891107042206 47.56718356713567, 8.701814253549067 47.56879588501885, 8.700544110931002 47.56963190169901, 8.702766860512616 47.571940900149, 8.700045126331046 47.57293615810158, 8.699364692785654 47.57438923471234, 8.70063483540372 47.57554373393734, 8.697550203331275 47.57566316489164, 8.693013979695326 47.57301577873778, 8.687479786859468 47.57343378707787, 8.685665297405087 47.57745462920629, 8.683261098878035 47.57723567245672, 8.682626027569002 47.57934561931619, 8.6792692220784 47.57866884390844, 8.675685605406001 47.58324703049031, 8.674188651606137 47.58430200392004, 8.671693728606364 47.58298826342264, 8.665388377752397 47.58708872618726, 8.658856215716629 47.58635223530235)))",Humlikon,0.0
33,"MULTIPOLYGON (((8.639985525391081 47.5913882405424, 8.65064565093556 47.5888801905019, 8.652097242499064 47.59596642712427, 8.657903608753079 47.60112186331863, 8.660670705171009 47.60587919633196, 8.664707944207002 47.60749151421514, 8.670922570588253 47.60583938601386, 8.676819661314987 47.59942992479925, 8.682081680732688 47.59686215928159, 8.697640927803993 47.59731997793978, 8.699909039621968 47.59809627914279, 8.699137881603857 47.59984793313933, 8.701678166839988 47.59970859702597, 8.702449324858099 47.60124129427294, 8.702086426967224 47.60241569865698, 8.698502810294825 47.60239579349793, 8.698230636876668 47.60412754233542, 8.704354538785198 47.60940240948409, 8.702630773803538 47.61296543295433, 8.696869769785883 47.6145379405194, 8.693059341931685 47.61308486390864, 8.688840653950253 47.61581187069871, 8.69074586787735 47.62285829700297, 8.686527179895918 47.62339573629736, 8.686890077786794 47.62594359665596, 8.689022102895692 47.62564501927019, 8.688477756059378 47.6269985700857, 8.681628058369093 47.62990472330723, 8.667021418261337 47.62932747369474, 8.666703882606821 47.62323649502495, 8.668246198643043 47.62238057318573, 8.666204898006868 47.62122607396073, 8.667475040624932 47.62100711721117, 8.667565765097651 47.61654836158361, 8.664526495261565 47.61155216666167, 8.642389723918134 47.60528204156041, 8.639441178554767 47.5994498299583, 8.619164258902074 47.59857400296003, 8.623246860174429 47.59735978825788, 8.624290191610697 47.59479202274022, 8.62937076208296 47.59327923065231, 8.636401908718682 47.59413515249152, 8.639985525391081 47.5913882405424)))",Kleinandelfingen,0.0
34,"MULTIPOLYGON (((8.62397265595618 47.67634345937459, 8.618710636538479 47.67512924467245, 8.613675428302576 47.67857283718837, 8.606190659303259 47.66866006798067, 8.60877630677575 47.66342501115011, 8.612813545811745 47.6607975301553, 8.614537310793406 47.66155392619926, 8.610137173866535 47.66422121751217, 8.608730944539392 47.6670477500975, 8.60877630677575 47.6689785505255, 8.61154340319368 47.6702126703867, 8.611770214375477 47.67321834940349, 8.615263106575158 47.67289986685866, 8.6168961470841 47.67059086840868, 8.622430339919958 47.67236242756427, 8.627510910392221 47.66183259842598, 8.63377089900983 47.65984208252083, 8.637898862518544 47.66191221906219, 8.642571172863573 47.66055866824668, 8.64620015177233 47.66272833058331, 8.650827099880999 47.66272833058331, 8.653548834062569 47.66398235560355, 8.653730283008006 47.66621173341733, 8.656497379425936 47.66680888818888, 8.670242137042861 47.66658993143931, 8.677454732624021 47.66583353539535, 8.679042410896603 47.66780414614146, 8.676865023551347 47.67176527279273, 8.669244167842953 47.67479085696857, 8.668155474170325 47.67763729471294, 8.664254321843408 47.67881169909699, 8.660171720571054 47.67793587209872, 8.653140573935334 47.67674156255562, 8.653095211698973 47.67550744269442, 8.638624658300296 47.67604488198882, 8.637036980027714 47.67793587209872, 8.626376854483233 47.67500981371813, 8.62397265595618 47.67634345937459)))",Laufen-Uhwiesen,12.0
35,"MULTIPOLYGON (((8.595711982704218 47.60562042926429, 8.594260391140715 47.59644415094151, 8.592944886286288 47.59560813426134, 8.594351115613433 47.59469249694497, 8.598705890303943 47.59833514105141, 8.607324715212247 47.59590671164712, 8.619164258902074 47.59857400296003, 8.639441178554767 47.5994498299583, 8.642389723918134 47.60528204156041, 8.664526495261565 47.61155216666167, 8.667565765097651 47.61654836158361, 8.667475040624932 47.62100711721117, 8.666204898006868 47.62122607396073, 8.668246198643043 47.62238057318573, 8.666703882606821 47.62323649502495, 8.667021418261337 47.62932747369474, 8.66234910791631 47.63143742055421, 8.667066780497697 47.63249239398394, 8.656678828371373 47.64029521633216, 8.653231298408052 47.64349994693946, 8.647878554517632 47.64202696516965, 8.645565080463298 47.64443548941489, 8.644703197972468 47.64055398339983, 8.637989586991264 47.64353975725757, 8.636946255554996 47.64314165407654, 8.641301030245506 47.63836441590416, 8.635676112936929 47.6345227202072, 8.628917139719364 47.63555778847788, 8.626150043301436 47.63221372175722, 8.620252952574702 47.62988481814818, 8.629960471155634 47.62478909743097, 8.629642935501117 47.62190284936849, 8.621523095192767 47.61726494730947, 8.615580642229675 47.6163493099931, 8.618257014174885 47.61296543295433, 8.623201497938069 47.61380144963449, 8.623337584647148 47.61139292538925, 8.617576580629493 47.60790952255523, 8.620434401520139 47.60538156735567, 8.614854846447923 47.60281380183802, 8.60714326626681 47.6026147502475, 8.606780368375933 47.6045057403574, 8.6097289137393 47.60575976537765, 8.609638189266581 47.6077104709647, 8.606372108248697 47.60715312651126, 8.603378200648972 47.61099482220822, 8.595711982704218 47.60562042926429)))",Marthalen,0.0
37,"MULTIPOLYGON (((8.748219821344826 47.59230387785878, 8.745679536108694 47.59660339221392, 8.74876416818114 47.60004698472984, 8.746314607417727 47.60034556211562, 8.742095919436295 47.60462517131171, 8.741959832727217 47.60733227294273, 8.739374185254725 47.60808866898669, 8.740145343272836 47.61189055436554, 8.745815622817773 47.61294552779528, 8.74604243399957 47.6214450307103, 8.748129096872107 47.62303744343443, 8.749535326199251 47.62130569459694, 8.754751983380594 47.62365450336503, 8.753481840762527 47.62668008754088, 8.751939524726303 47.62819287962879, 8.744545480199708 47.62757581969819, 8.742368092854452 47.62815306931069, 8.741823746018138 47.62560520895209, 8.738466940527536 47.62640141531415, 8.736516364364078 47.62397298590986, 8.734202890309744 47.62464976131761, 8.729802753382874 47.62176351325513, 8.72381493818342 47.62192275452755, 8.723406678056184 47.62341564145641, 8.720140597038302 47.62307725375253, 8.720458132692817 47.62520710577105, 8.717328138384012 47.62568482958829, 8.718008571929406 47.62863079312793, 8.711158874239121 47.62976538719387, 8.712655828038985 47.63420423766237, 8.70417308983976 47.6345625305253, 8.70058947316736 47.63322888486885, 8.700680197640079 47.62807344867448, 8.70326584511257 47.62775496612966, 8.703220482876212 47.62488862322623, 8.695327453749659 47.62807344867448, 8.688477756059378 47.6269985700857, 8.689022102895692 47.62564501927019, 8.686890077786794 47.62594359665596, 8.686527179895918 47.62339573629736, 8.69074586787735 47.62285829700297, 8.688840653950253 47.61581187069871, 8.693059341931685 47.61308486390864, 8.696869769785883 47.6145379405194, 8.702630773803538 47.61296543295433, 8.704354538785198 47.60940240948409, 8.698230636876668 47.60412754233542, 8.698502810294825 47.60239579349793, 8.702086426967224 47.60241569865698, 8.702449324858099 47.60124129427294, 8.701678166839988 47.59970859702597, 8.699137881603857 47.59984793313933, 8.699909039621968 47.59809627914279, 8.697640927803993 47.59731997793978, 8.699772952912889 47.59634462514625, 8.704037003130683 47.5957076600566, 8.714470317493365 47.60090290656906, 8.71669306707498 47.6045057403574, 8.718643643238439 47.60502327449274, 8.724994356328766 47.59942992479925, 8.718053934165765 47.59674272832728, 8.717554949565811 47.595090600126, 8.720458132692817 47.59421477312773, 8.726219136710473 47.59612566839668, 8.732887385455317 47.59634462514625, 8.734475063727901 47.59091051672517, 8.739147374072928 47.58794464802648, 8.748219821344826 47.59230387785878)))",Ossingen,1.0
38,"MULTIPOLYGON (((8.628282068410332 47.648336900589, 8.623337584647148 47.64091227626276, 8.615535279993315 47.63770754565545, 8.60700717955773 47.6370705805658, 8.603423562885331 47.63872270876708, 8.604149358667083 47.64127056912569, 8.610772245175568 47.64186772389724, 8.614083688429812 47.64471416164162, 8.612813545811745 47.64943168433684, 8.607687613103124 47.65241745819458, 8.60442153208524 47.65128286412864, 8.60169979790367 47.64598809182092, 8.595757344940576 47.64288288700887, 8.597980094522192 47.62733695778957, 8.605147327866991 47.61601092228922, 8.603378200648972 47.61099482220822, 8.606372108248697 47.60715312651126, 8.609638189266581 47.6077104709647, 8.6097289137393 47.60575976537765, 8.606780368375933 47.6045057403574, 8.60714326626681 47.6026147502475, 8.614854846447923 47.60281380183802, 8.620434401520139 47.60538156735567, 8.617576580629493 47.60790952255523, 8.623337584647148 47.61139292538925, 8.623201497938069 47.61380144963449, 8.618257014174885 47.61296543295433, 8.615580642229675 47.6163493099931, 8.621523095192767 47.61726494730947, 8.629642935501117 47.62190284936849, 8.629960471155634 47.62478909743097, 8.620252952574702 47.62988481814818, 8.626150043301436 47.63221372175722, 8.628917139719364 47.63555778847788, 8.635676112936929 47.6345227202072, 8.641301030245506 47.63836441590416, 8.636946255554996 47.64314165407654, 8.637989586991264 47.64353975725757, 8.636265822009602 47.64672458270582, 8.628282068410332 47.648336900589)))",Rheinau,2.0
39,"MULTIPOLYGON (((8.726219136710473 47.59612566839668, 8.72558406540144 47.59126880958809, 8.723134504638027 47.59184605920059, 8.722726244510792 47.58937781947819, 8.717781760747608 47.58748682936829, 8.734384339255183 47.57552382877829, 8.742095919436295 47.57064706481064, 8.742277368381732 47.57315511485115, 8.745543449399616 47.57415037280373, 8.74781156121759 47.57231909817098, 8.750034310799206 47.57470771725717, 8.753935463126123 47.57038829774297, 8.757428355325803 47.57084611640116, 8.757292268616725 47.56941294494945, 8.762009941198112 47.56736271356714, 8.768587465470237 47.56702432586326, 8.76845137876116 47.5695522810628, 8.765366746688713 47.57080630608306, 8.765593557870512 47.5744489501895, 8.762735736979863 47.57516553591536, 8.763370808288897 47.57950486058861, 8.765049211034198 47.58010201536015, 8.763416170525256 47.58866123375233, 8.761465594361798 47.58981573297733, 8.761964578961752 47.59286122231222, 8.748219821344826 47.59230387785878, 8.739147374072928 47.58794464802648, 8.734475063727901 47.59091051672517, 8.732887385455317 47.59634462514625, 8.726219136710473 47.59612566839668)))",Thalheim an der Thur,0.0
